X,Y,FID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,FIPS,DIRECTIONS,NAICSCODE,NAICSDESCR,GEOPREC,PHONELOC,AGENCIES,AGENCY_PH,UNIQUE_ID,NUM_AGENCY,LONGITUDE,LATITUDE,ZIP4
-9660646.6234,4323612.2401,1081,CORDELL HULL BUILDING,NOT AVAILABLE,436 6TH AVENUE NORTH,NOT AVAILABLE,NASHVILLE,TN,37243,DAVIDSON,47037,ON THE SW SIDE OF 5TH AVENUE NORTH BETWEEN CHARLOTTE AVENUE AND GAY STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF CHILDRENS SERVICES,(615) 741-9701,10405244,1,-86.7830656,36.1669095,9004
-8558645.2142,4904724.7611,1082,KEYSTONE BUILDING,NOT AVAILABLE,400 NORTH STREET,NOT AVAILABLE,HARRISBURG,PA,17120,DAUPHIN,42043,WEST CORNER OF THE INTERSECTION OF COMMONWEALTH AVENUE AND NORTH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF TRANSPORTATION; DEPARTMENT OF COMMUNITY AND ECONOMIC DEVELOPMENT",NOT AVAILABLE,10404464,2,-76.8836184,40.2663593,0211
-8558516.5253,4905094.8663,1083,LABOR AND INDUSTRY BUILDING,NOT AVAILABLE,651 BOAS STREET,NOT AVAILABLE,HARRISBURG,PA,17120,DAUPHIN,42043,SE SIDE OF BOAS STREET BETWEEN NORTH 7TH STREET AND COMMONWEALTH AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF LABOR AND INDUSTRY,NOT AVAILABLE,10404465,1,-76.8824625,40.2688961,0001
-11854105.6852,3732238.9797,1084,EL PASO STATE OFFICE BUILDING,NOT AVAILABLE,401 EAST FRANKLIN AVENUE,NOT AVAILABLE,EL PASO,TX,79901,EL PASO,48141,LOCATED ON THE NW SIDE OF EAST FRANKLIN AVENUE02 MILES SW OF NORTH CAMPBELL STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"OFFICE OF THE ATTORNEY GENERAL; COMPTROLLER OF PUBLIC ACCOUNTS; GENERAL LAND OFFICE; SECRETARY OF STATE; DEPARTMENT OF INFORMATION RESOURCES; TX DEPARTMENT OF HOUSING AND COMMUNITYAFFAIRS; STATE OFFICE OF ADMINISTRATIVE HEARINGS; TEXAS LOTTERY COMMISSION",NOT AVAILABLE,10404720,19,-106.4872436,31.7629862,1206
-12469333.8905,5874805.1991,1085,JUSTICE BUILDING AND STATE LIBRARY,NOT AVAILABLE,215 NORTH SANDERS STREET,NOT AVAILABLE,HELENA,MT,59601,LEWIS AND CLARK,30049,"LOCATED ON THE EAST SIDE OF NORTH SANDERS STREET, BETWEEN EAST 5TH AVENUE AND EAST 6TH AVENUE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"ATTORNEY GENERAL; STATE SUPREME COURT",(406) 444-2026,10405138,2,-112.0139316,46.586288,4522
-10362864.6644,5613066.9986,1086,FIRST NATIONAL BANK BUILDING,NOT AVAILABLE,332 MINNESOTA STREET,NOT AVAILABLE,SAINT PAUL,MN,55101,RAMSEY,27123,LOCATED ON THE NE CORNER OF MINNESOTA STREET AND 4TH STREET EAST,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF EMPLOYMENT AND ECONOMIC DEVELOPMENT,(651) 297-1291,10406671,1,-93.0911972,44.9462711,1314
-9979410.0785,4842813.9347,1087,DEPARTMENT OF NATURAL RESOURCES BUILDING,NOT AVAILABLE,1 NATURAL RESOURCES WAY,NOT AVAILABLE,SPRINGFIELD,IL,62702,SANGAMON,17167,LOCATED ON THE SOUTH SIDE OF NATURAL RESOURCES WAY.04 MILES EAST OF NORTH 8TH STREET ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"NATURAL RESOURCES, DEPARTMENT OF; CENTRAL MANAGEMENT SERVICES, DEPARTMENT OF",(217) 785-5500,10404858,2,-89.646566,39.840657,1270
-8516338.2521,4719586.4079,1088,TAWES STATE OFFICE BUILDING,NOT AVAILABLE,580 TAYLOR AVENUE,NOT AVAILABLE,ANNAPOLIS,MD,21401,ANNE ARUNDEL,24003,ON THE EAST SIDE OF TAYLOR AVENUE BETWEEN HERBERT M SACHS DRIVE AND ROWE BOULEVARD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF NATURAL RESOURCES,(410) 260-8100,10405063,1,-76.5035679,38.9854419,2352
-7961481.3778,5344909.6257,1089,FISH AND GAME BUILDING,(603) 271-3128,11 HAZEN DRIVE,NOT AVAILABLE,CONCORD,NH,03301,MERRIMACK,33013,0.14 MILES NORTH OF NORTHERN MOST INTERSECTION OF NOBLE DRIVE AND HAZEN DRIVE ON THE WEST SIDE OF HAZEN DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"FISH AND GAME, DEPARTMENT OF",(603) 271-3128,10404436,1,-71.5192046,43.2160158,N/A
-9381393.7747,3559849.9937,1090,HAYDON BURNS BUILDING,(850) 414-4100,605 SUWANNEE STREET,NOT AVAILABLE,TALLAHASSEE,FL,32301,LEON,12073,LOCATED ON THE SE CORNER OF EAST LAFAYETTE STREET AND SUWANNEE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF TRANSPORTATION,(850) 414-4100,10406788,1,-84.2744941,30.4370256,6544
-9378786.7794,3557885.3032,1091,WINEWOOD OFFICE COMPLEX,(850) 487-1111,1317 WINEWOOD BOULEVARD,NOT AVAILABLE,TALLAHASSEE,FL,32301,LEON,12073,LOCATED ON THE NORTH SIDE OF WINEWOOD BOULEVARD 0.07 MILES NW OF BLAIRSTONE ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF CHILDREN AND FAMILIES,(850) 487-1111,10407324,1,-84.2510752,30.4218073,6570
-10250433.4089,4059261.6619,1092,ARKANSAS DEPARTMENT OF CORRECTIONS ADMINISTRATION BUILDING,(870) 267-6999,6814 PRINCETON PIKE,NOT AVAILABLE,WHITE HALL,AR,71602,JEFFERSON,05069,LOCATED ON THE SOUTH SIDE OF PRINCETON PIKE 0.49 MILES WEST OF INTERSTATE 530,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF CORRECTIONS,NOT AVAILABLE,10405478,1,-92.08121,34.226541,9411
-10039789.8851,3815491.8392,1093,MISSISSIPPI DEPARTMENT OF UNEMPLOYMENT,NOT AVAILABLE,1235 ECHELON PARKWAY,NOT AVAILABLE,JACKSON,MS,39213,HINDS,28049,ON THE NORTH SIDE OF ECHELON PARKWAY 0.26 MILES EAST OF WATKINS DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"EMPLOYMENT SECURITY, DEPARTMENT OF",(601) 321-6000,10404933,1,-90.1889676,32.3966605,8220
-9395638.0897,5198176.3743,1094,STATE OF MICHIGAN BUILDING,NOT AVAILABLE,301 EAST LOUIS GLICK HIGHWAY,NOT AVAILABLE,JACKSON,MI,49201,JACKSON,26075,LOCATED ON THE SOUTH SIDE OF EAST LOUIS GLICK HIGHWAY 0.06 MILES EAST OF FRANCIS STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF ENVIORNMENT EQUALITY, DEPARTMENT OF HUMAN SERVICES",(517) 780-7600,10407316,1,-84.402453,42.247834,1535
-9656653.3525,4309420.5091,1095,ELLINGTON AGRICULTURAL CENTER,(615) 837-5103,440 HOGAN ROAD,NOT AVAILABLE,NASHVILLE,TN,37220,DAVIDSON,47037,ON THE EAST SIDE OF MARCHANT DRIVE DIRECTLY ACROSS FROM HOGAN ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"TENNESSEE WILDLIFE; AGRICULTURE DEPARTMENT; FORESTRY DIVISION",NOT AVAILABLE,10405208,3,-86.747193,36.063922,9029
-8619633.3786,4514431.9141,1096,LEWIS HOUSE,NOT AVAILABLE,223 GOVERNOR STREET,NOT AVAILABLE,RICHMOND,VA,23219,RICHMOND (CITY),51760,"LOCATED ON THE SE SIDE OF GOVERNOR STREET, BETWEEN EAST BROAD STREET AND EAST GRACE STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF GENERAL SERVICES; VIRGINIA COMMISSION FOR THE ARTS",(804) 225-3132,10406734,2,-77.4314838,37.5384788,2010
-10879696.4498,3544321.5847,1097,DARS ADMINISTRATION BUILDING,NOT AVAILABLE,4800 NORTH LAMAR BOULEVARD,NOT AVAILABLE,AUSTIN,TX,78756,TRAVIS,48453,"LOCATED ON THE NORTH SIDE OF NORTH LAMAR BOULEVARD, APPROXIMATELY 0.20 MILES NE OF SUNSHINE DRIVE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF INFORMATION RESOURCES; BLIND COMMISSION FRANCHISE; DEPARTMENT OF ASSISTIVE AND REHABILITATIVE SERVICES",(800) 628-5115,10404705,3,-97.7339761,30.316682,3100
-10880306.1545,3538521.8044,1098,THOMAS JEFFERSON RUSK BUILDING,NOT AVAILABLE,208 EAST 10TH STREET,NOT AVAILABLE,AUSTIN,TX,78701,TRAVIS,48453,LOCATED ON THE NE SIDE OF EAST 10TH STREET 0.03 MILES SE OF BRAZOS STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"TX BUILDING AND PROCUREMENT COMMISSION; COMPTROLLER OF PUBLIC ACCOUNTS; SECRETARY OF STATE; STATE SECURITIES BOARD; DEPARTMENT OF INFORMATION RESOURCES; TX DEPT OF HOUSING AND COMMUNITY AFFAIRS; DEPARTMENT OF PUBLIC SAFETY; TEXAS SOUTHERN UNIVERSITY",NOT AVAILABLE,10404692,10,-97.7394529,30.2716955,2407
-10879916.4302,3539401.6578,1099,CENTRAL SERVICES BUILDING,NOT AVAILABLE,1711 SAN JACINTO BOULEVARD,NOT AVAILABLE,AUSTIN,TX,78701,TRAVIS,48453,EAST SIDE OF SAN JACINTO BOULEVARD. BETWEEN EAST 18TH STREET AND EAST 17TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"TX BUILDING AND PROCUREMENT COMMISSION; COMPTROLLER OF PUBLIC ACCOUNTS; DEPARTMENT OF INFORMATION RESOURCES",NOT AVAILABLE,10404691,3,-97.7359518,30.2785211,1416
-8322794.0604,4897778.5636,1100,WILLIAM ASHBY COMMUNITY AFFAIRS BUILDING,NOT AVAILABLE,101 SOUTH BROAD STREET,NOT AVAILABLE,TRENTON,NJ,08608,MERCER,34021,"WEST SIDE OF SOUTH BROAD STREET, BETWEEN EAST LAFAYETTE STREET AND E FRONT STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF COMMUNITY AFFAIRS,(609) 292-6420,10405407,1,-74.7649308,40.2187298,2401
-9582771.6234,3812240.351,1101,WASHINGTON HALL,NOT AVAILABLE,1000 INDUSTRIAL SCHOOL ROAD,NOT AVAILABLE,MONTGOMERY,AL,36117,MONTGOMERY,01101,"LOCATED ON THE WEST SIDE OF INDUSTRIAL SCHOOL ROAD, 0.25 MILES NORTH OF AL-126",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"YOUTH SERVICES, DEPARTMENT OF",(334) 215-3800,10405422,1,-86.0835019,32.3719944,5890
-14969081.0704,8036559.7674,1102,ALASKA DEPARTMENT OF TRANSPORTATION,NOT AVAILABLE,3132 CHANNEL DRIVE,NOT AVAILABLE,JUNEAU,AK,99801,JUNEAU,02110,LOCATED ON THE NE SIDE OF CHANNEL DRIVE 0.17 MILES SE OF THE INTERSECTION OF CHANNEL DRIVE AND EGAN DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"ALASKA DEPARTMENT OF TRANSPORTATION AND PUBLIC FACILITES; ALASKA DEPARTMENT OF ADMINISTRATION",(907) 465-3900,10407392,2,-134.4695435,58.3281022,7814
-10363257.1693,5613376.5463,1103,UBS PLAZA OF TOWN SQUARE,NOT AVAILABLE,444 CEDAR STREET,NOT AVAILABLE,SAINT PAUL,MN,55101,RAMSEY,27123,"LOCATED ON THE SW SIDE OF MINNESOTA STREET, BETWEEN 7TH STREET EAST AND 7TH PLACE EAST",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF PUBLIC SAFETY; FIRE PREVENTION AND CONTROL COUNCIL",(651) 201-7000,10406680,2,-93.0947227,44.9482398,2179
-9382292.7869,3559589.9623,1104,COLLINS BUILDING,NOT AVAILABLE,107 WEST GAINES STREET,NOT AVAILABLE,TALLAHASSEE,FL,32301,LEON,12073,LOCATED ON THE SW CORNER OF WEST GAINES STREET AND SOUTH ADAMS STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,STATE OF FLORIDA FLORIDA ELECTIONS COMMISSION,(850) 922-4539,10406687,1,-84.2825697,30.4350116,6549
-10284637.1136,4130407.8959,1105,DEPARTMENT OF LABOR,NOT AVAILABLE,10421 WEST MARKHAM STREET,NOT AVAILABLE,LITTLE ROCK,AR,72205,PULASKI,05119,LOCATED ON THE SOUTH SIDE OF WEST MARKHAM STREET IN BETWEEN NATURAL RESOURCE DRIVE AND CORPORATE HILL DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF LABOR,(501) 682-4500,10405472,1,-92.3884673,34.7533143,2190
-9382022.0662,3560046.7632,1106,ELLIOTT BUILDING,NOT AVAILABLE,401 SOUTH MONROE STREET,NOT AVAILABLE,TALLAHASSEE,FL,32301,LEON,12073,LOCATED ON THE SE CORNER OF WEST SOUTH MONROE STREET AND EAST PENSACOLA STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,GOVERNORS COMMISSION ON VOLUNTEERISM,(850) 922-6310,10406778,1,-84.2801381,30.4385499,2034
-9382144.3916,3559590.4818,1107,FLETCHER BUILDING,NOT AVAILABLE,101 EAST GAINES STREET,NOT AVAILABLE,TALLAHASSEE,FL,32301,LEON,12073,LOCATED ON THE SW CORNER OF EAST GAINES STREET AND SOUTH MONROE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF BANKING,(850) 410-9111,10406691,1,-84.2812373,30.4350153,6562
-10421120.8209,5099825.6307,1108,EAST GRAND OFFICE PARK,NOT AVAILABLE,200 EAST GRAND AVENUE,NOT AVAILABLE,DES MOINES,IA,50309,POLK,19153,NORTH SIDE OF EAST GRAND AVENUE BETWEEN EAST 2ND STREET AND EAST 4TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"IOWA DIVISION OF BANKING; STATE OF IOWA ECONOMIC DEPARTMENT",(515) 242-4700,10405179,2,-93.614521,41.5904418,1856
-9979692.9511,4836815.2547,1109,RIDGELY BUILDING,NOT AVAILABLE,500 EAST MONROE STREET,NOT AVAILABLE,SPRINGFIELD,IL,62701,SANGAMON,17167,LOCATED ON THE SE CORNER OF SOUTH 5TH STREET AND EAST MONROE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"FINANCIAL AND PROFESSIONAL REGULATION, DEPARTMENT OF; PUBLIC HEALTH, DEPARTMENT OF",(217) 558-0560,10404851,2,-89.6491074,39.7992687,1509
-9755119.4496,5143843.151,1110,JAMES R THOMPSON CENTER,NOT AVAILABLE,100 WEST RANDOLPH STREET,NOT AVAILABLE,CHICAGO,IL,60601,COOK,17031,ON THE NORTH SIDE OF WEST RANDOLPH STREET BETWEEN NORTH CLARK STREET AND NORTH LASALLE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"AGRICULTURE, DEPARTMENT OF; ARTS COUNCIL, ILLINOIS; ATTORNEY GENERAL, OFFICE OF THE; CAPITAL DEVELOPMENT BOARD; CENTRAL MANAGEMENT SERVICES, DEPARTMENT OF; CHILDREN AND FAMILY SERVICES, DEPARTMENT OF; COMMERCE AND ECONOMIC OPPORTUNITY, DEPARTMENT OF",(312) 814-6750,10404825,35,-87.631729,41.885499,3218
-9755290.4363,5144049.9481,1111,222 NORTH LASALLE,NOT AVAILABLE,222 NORTH LASALLE STREET,NOT AVAILABLE,CHICAGO,IL,60601,COOK,17031,ON THE SW CORNER OF THE WEST WACKER DRIVE AND NORTH LASALLE STREET INTERSECTION,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,COURTS OF ILLINOIS,NOT AVAILABLE,10404827,1,-87.633265,41.886882,1003
-10812866.5817,3705362.7435,1112,MCLENNAN COUNTY COURTHOUSE,NOT AVAILABLE,501 WASHINGTON AVENUE,NOT AVAILABLE,WACO,TX,76701,MCLENNAN,48309,NW SIDE OF WASHINGTON AVENUE BETWEEN NORTH 6TH STREET AND NORTH 5TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"APPEALS, COURT OF -- 10TH",(254) 757-5085,10404732,1,-97.1336331,31.5574849,1327
-10880267.8613,3538553.7623,1113,STATE INSURANCE ANNEX BUILDING,NOT AVAILABLE,221 EAST 11TH STREET,NOT AVAILABLE,AUSTIN,TX,78701,TRAVIS,48453,"LOCATED ON THE SW SIDE OF EAST 11TH STREET, BETWEEN BRAZOS STREET AND SAN JACINTO BOULEVARD",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"OFFICE OF THE GOVENOR; DEPARTMENT OF INFORMATION RESOURCES; TX DEPARTMENT OF HOUSING AND COMMUNITYAFFAIRS",(512) 475-3800,10404697,3,-97.7391095,30.2719439,2410
-8365692.7004,4858311.0521,1114,PENN MUTUAL BUILDING,(215) 440-3905,530 WALNUT STREET,NOT AVAILABLE,PHILADELPHIA,PA,19106,PHILADELPHIA,42101,ON THE SOUTH SIDE OF WALNUT STREET BETWEEN SOUTH 5TH STREET AND SOUTH 6TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,SUPERIOR COURT,(215) 560-5800,10404475,1,-75.1502958,39.9474658,3619
-8323056.8874,4897987.4719,1115,NOT AVAILABLE,NOT AVAILABLE,33 WEST STATE STREET,NOT AVAILABLE,TRENTON,NJ,08608,MERCER,34021,"SOUTH SIDE OF WEST STATE STREET, BETWEEN BARRACKS STREET AND SOUTH CHANCERY LANE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DIVISION OF PURCHASE AND PROPERTY PURCHASE BUREAU,NOT AVAILABLE,10405247,1,-74.7672924,40.2201629,1214
-8528347.7297,4763098.707,1116,REDWOOD TOWER,NOT AVAILABLE,217 EAST REDWOOD STREET,NOT AVAILABLE,BALTIMORE,MD,21202,BALTIMORE (CITY),24510,ON THE SOUTH SIDE OF EAST REDWOOD STREET BETWEEN SOUTH CALVERT STREET AND SOUTH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF BUSINESS AND ECONOMIC DEVELOPMENT,(410) 767-6300,10405068,1,-76.6114506,39.2886209,3316
-8417188.9688,4829643.2823,1117,DELAWARE YOUTH AND FAMILY CENTER,NOT AVAILABLE,1825 FAULKLAND ROAD,NOT AVAILABLE,WILMINGTON,DE,19805,NEW CASTLE,10003,ON THE NORTH SIDE OF FAULKLAND ROAD DIRECTLY ACROSS FROM KENDALL ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT SERVICES FOR CHILDREN, YOUTH AND THEIR FAMILIES",(302) 633-2500,10406765,1,-75.612895,39.749752,1121
-8409790.0171,4828754.247,1118,CARVEL STATE OFFICE BUILDING,NOT AVAILABLE,820 NORTH FRENCH STREET,NOT AVAILABLE,WILMINGTON,DE,19801,NEW CASTLE,10003,ON THE SOUTH CORNER OF NORTH FRENCH STREET AND EAST 9TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DELAWARE ALCOHOLIC BEVERAGE CONTROL ENFORCEMENT; DEPARTMENT OF FINANCE",(302) 577-8979,10405497,2,-75.5464292,39.7436115,3509
-8326244.7297,4903501.9176,1119,DAVID J GOLDBERG TRANSPORTATION COMPLEX,NOT AVAILABLE,1035 PARKWAY AVENUE,NOT AVAILABLE,TRENTON,NJ,08618,MERCER,34021,SW SIDE OF PARKWAY AVENUE 0.06 MILES SE OF LOWER FERRY ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF TRANSPORTATION,(609) 530-2466,10405222,1,-74.795929,40.257977,2309
-9376754.76,3553761.984,1120,CCOC BUILDING 4050,NOT AVAILABLE,4050 ESPLANADE WAY,NOT AVAILABLE,TALLAHASSEE,FL,32311,LEON,12073,LOCATED ON THE WEST SIDE OF ESPLANADE WAY 0.19 MILES NORTH OF SHUMARD OAK BOULEVARD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF MANAGEMENT SERVICES,NOT AVAILABLE,10407312,1,-84.2328208,30.3898615,7016
-9376657.1236,3553546.5997,1121,EASLY BUILDING,NOT AVAILABLE,2540 SHUMARD OAK BOULEVARD,NOT AVAILABLE,TALLAHASSEE,FL,32311,LEON,12073,LOCATED ON THE EAST SIDE OF ESPLANADE WAY 0.06 MILES NORTH OF SHUMARD OAK BOULEVARD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,PUBLIC SERVICE COMMISSION,(800) 342-3552,10406798,1,-84.2319438,30.3881925,7843
-10263328.436,4661911.4954,1122,GEORGE WASHINGTON CARVER STATE OFFICE BUILDING,NOT AVAILABLE,1616 MISSOURI BOULEVARD,NOT AVAILABLE,JEFFERSON CITY,MO,65109,COLE,29051,"LOCATED ON THE NORTH SIDE OF MISSOURI BOULEVARD, BETWEEN RAX COURT AND HOWARD STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF AGRICULTURE, WEIGHTS AND MEASURES DIVISION",(573) 751-4211,10405356,1,-92.197048,38.581573,1732
-10260529.4235,4661412.8771,1123,HIGHWAY AND TRANSPORTATION BUILDING,NOT AVAILABLE,105 WEST CAPITOL AVENUE,NOT AVAILABLE,JEFFERSON CITY,MO,65101,COLE,29051,LOCATED ON THE WEST CORNER OF WEST CAPITOL AVENUE AND JEFFERSON STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF TRANSPORTATION, AVIATION DEPARTMENT, MOTOR CARRIER AND SAFETY DIVISON",(573) 751-2551,10405357,1,-92.1719046,38.5780716,6811
-9755269.8423,5143759.566,1124,OLD STATE OF ILLINOIS BUILDING,NOT AVAILABLE,160 NORTH LASALLE STREET,NOT AVAILABLE,CHICAGO,IL,60601,COOK,17031,ON THE NW CORNER OF THE NORTH LASALLE STREET AND WEST RANDOLPH STREET INTERSECTION,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"AGING, DEPARTMENT ON; ATTORNEY GENERAL, OFFICE OF THE; AUDITOR GENERAL, OFFICE OF THE; CENTRAL MANAGEMENT SERVICES, DEPARTMENT OF; CHILDREN AND FAMILY SERVICES, DEPARTMENT OF; COMMERCE COMMISSION, ILLINOIS; COURTS OF ILLINOIS",NOT AVAILABLE,10404826,16,-87.63308,41.88494,3103
-9822788.0167,4878706.0695,1125,ILLINOIS STATE REGIONAL OFFICE BUILDING,NOT AVAILABLE,2125 SOUTH 1ST STREET,NOT AVAILABLE,CHAMPAIGN,IL,61820,CHAMPAIGN,17019,ON THE NW CORNER OF THE SOUTH 1ST STREET AND GERTY DRIVE INTERSECTION,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"CENTRAL MANAGEMENT SERVICES, DEPARTMENT OF; ENVIRONMENTAL PROTECTION AGENCY; POLLUTION CONTROL BOARD; PUBLIC HEALTH, DEPARTMENT OF; STATE POLICE, ILLINOIS",(217) 278-5800,10404824,5,-88.2396062,40.0877778,7401
-10038615.0204,3803760.4,1127,MISSISSIPPI DEPARTMENT OF HUMAN SERVICES,(601) 359-4500,750 NORTH STATE STREET,NOT AVAILABLE,JACKSON,MS,39202,HINDS,28049,EAST SIDE OF NORTH STATE STREET BETWEEN BARKSDALE STREET AND GEORGE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"HUMAN SERVICES, DEPARTMENT OF",(601) 359-4500,10404949,1,-90.1784133,32.3076334,3033
-8558364.2357,4907797.9908,1128,DEPARTMENT OF AGRICULTURE,(717) 787-4737,2301 NORTH CAMERON STREET,NOT AVAILABLE,HARRISBURG,PA,17110,DAUPHIN,42043,ON THE EAST SIDE OF NORTH CAMERON STREET BETWEEN AZALEA DRIVE AND ELMERTON AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF AGRICULTURE,NOT AVAILABLE,10404457,1,-76.881094,40.287422,9405
-9013887.4907,4052842.6388,1129,SOUTH CAROLINA DEPARTMENT OF PUBLIC SAFETY - BUILDING D,(803) 896-9988,10311 WILSON BOULEVARD,NOT AVAILABLE,BLYTHEWOOD,SC,29016,RICHLAND,45079,LOCATED ON THE WEST SIDE OF WILSON BOULEVARD 0.5 MILES NORTH OF THE INTERSECTION OF I-77 AND WILSON BOULEVARD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,SOUTH CAROLINA DEPARTMENT OF PUBLIC SAFETY,(803) 896-7920,10404988,1,-80.9731286,34.1788507,9018
-11218577.9251,5912288.233,1130,STATE OFFICE BUILDING,NOT AVAILABLE,900 EAST BOULEVARD AVENUE,NOT AVAILABLE,BISMARCK,ND,58505,BURLEIGH,38015,ENTITY IS ON THE NORTH SIDE OF EAST BOULEVARD AVENUE ACROSS FROM NORTH 9TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"WATER COMMISSION, STATE",(701) 328-2750,10404532,1,-100.7781996,46.8172054,0659
